fb_a	fb_b	symbol_a	symbol_b	interaction
FBgn0000150	FBgn0024352	awd	Stip1	physical
FBgn0014870	FBgn0085188	Psi	CG34159	physical
FBgn0052685	FBgn0263392	ZAP3	Tet	physical
FBgn0010611	FBgn0014869	Hmgs	Pglym78	physical
FBgn0034943	FBgn0039006	Fmo-1	Cyp6d4	physical
FBgn0032596	FBgn0033781	Prosbeta4	CG13319	physical
FBgn0022349	FBgn0033518	CG1910	Prx6c	physical
FBgn0003231	FBgn0063492	ref(2)P	GstE8	physical
FBgn0027548	FBgn0038810	nito	Srp72	physical
FBgn0015222	FBgn0039562	Fer1HCH	Gp93	physical
FBgn0014163	FBgn0025682	fax	scf	physical
FBgn0028686	FBgn0031253	Rpt3	CG11885	physical
FBgn0026084	FBgn0037930	cib	CG14715	physical
FBgn0034971	FBgn0039303	Gpat4	Rer1	physical
FBgn0014163	FBgn0024238	fax	Fim	physical
FBgn0015278	FBgn0086904	Pi3K68D	Nacalpha	physical
FBgn0010470	FBgn0032160	Fkbp14	CG4598	physical
FBgn0028692	FBgn0028695	Rpn2	Rpn1	physical
FBgn0037262	FBgn0038578	MED31	MED17	physical
FBgn0001233	FBgn0010348	Hsp83	Arf1	physical
FBgn0010235	FBgn0016697	Klc	Prosalpha5	physical
FBgn0013531	FBgn0035872	MED20	Cpsf6	physical
FBgn0020653	FBgn0037844	Trxr1	CG4570	physical
FBgn0034345	FBgn0036921	CG5174	RhoGDI	physical
FBgn0010288	FBgn0030362	Uch	regucalcin	physical
FBgn0035772	FBgn0262559	Sh3beta	Mdh2	physical
FBgn0015618	FBgn0034503	Cdk8	MED8	physical
FBgn0000044	FBgn0001961	Act57B	Arpc1	physical
FBgn0015019	FBgn0035811	CCT3	Mcad	physical
FBgn0011016	FBgn0013770	SsRbeta	CtsL1	physical
FBgn0034277	FBgn0037374	OstDelta	jagn	physical
FBgn0010352	FBgn0035600	Ogdh	Cyt-c1	physical
FBgn0033879	FBgn0051712	Echs1	Arglu1	physical
FBgn0036537	FBgn0037377	CG18081	Hpf1	physical
FBgn0028687	FBgn0037643	Rpt1	ScsbetaA	physical
FBgn0000116	FBgn0015221	Argk1	Fer2LCH	physical
FBgn0000150	FBgn0035772	awd	Sh3beta	physical
FBgn0020908	FBgn0085234	Scp1	CG34205	physical
FBgn0013348	FBgn0038294	TpnC41C	Mf	physical
FBgn0003462	FBgn0022893	Sod1	Df31	physical
FBgn0001225	FBgn0036449	Hsp26	bmm	physical
FBgn0039562	FBgn0086357	Gp93	Sec61alpha	physical
FBgn0035772	FBgn0035904	Sh3beta	GstO3	physical
FBgn0036921	FBgn0037913	RhoGDI	fabp	physical
FBgn0029882	FBgn0033518	CG3226	Prx6c	physical
FBgn0024754	FBgn0036740	Flo1	Vps60	physical
FBgn0025574	FBgn0032783	Pli	CG10237	physical
FBgn0000064	FBgn0031453	Ald1	Bacc	physical
FBgn0004868	FBgn0063494	Gdi	GstE6	physical
FBgn0034277	FBgn0039580	OstDelta	Gfat2	physical
FBgn0037249	FBgn0037270	eIF3a	eIF3f1	physical
FBgn0030086	FBgn0039562	CCT2	Gp93	physical
FBgn0000045	FBgn0014454	Act79B	Acp1	physical
FBgn0037383	FBgn0260862	Sec20	Vti1a	physical
FBgn0004507	FBgn0032505	Glyp	CG16826	physical
FBgn0003317	FBgn0036929	sax	CG7668	physical
FBgn0014870	FBgn0035149	Psi	MED30	physical
FBgn0001092	FBgn0051343	Gapdh2	CG31343	physical
FBgn0000579	FBgn0261458	Eno	capt	physical
FBgn0037550	FBgn0038927	CG9667	CG6015	physical
FBgn0025574	FBgn0032538	Pli	Vajk2	physical
FBgn0014868	FBgn0050489	Ost48	Cyp12d1-p	physical
FBgn0014391	FBgn0014868	sun	Ost48	physical
FBgn0000319	FBgn0011211	Chc	blw	physical
FBgn0014009	FBgn0030993	Rab2	Mec2	physical
FBgn0011774	FBgn0030871	Irbp	CG8142	physical
FBgn0003149	FBgn0034470	Prm	Obp56d	physical
FBgn0000150	FBgn0032160	awd	CG4598	physical
FBgn0039580	FBgn0260439	Gfat2	Pp2A-29B	physical
FBgn0000084	FBgn0010217	AnxB10	ATPsynbeta	physical
FBgn0000150	FBgn0005585	awd	Calr	physical
FBgn0020235	FBgn0029975	ATPsyngamma	spidey	physical
FBgn0011016	FBgn0034398	SsRbeta	CG15098	physical
FBgn0016685	FBgn0025885	Nlp	Inos	physical
FBgn0004432	FBgn0013954	Cyp1	Fkbp12	physical
FBgn0033679	FBgn0035154	CG8888	hiro	physical
FBgn0037671	FBgn0262512	ATP6AP2	Vha14-1	physical
FBgn0000662	FBgn0003977	fl(2)d	vir	physical
FBgn0000662	FBgn0003977	fl(2)d	vir	physical
FBgn0000662	FBgn0003977	fl(2)d	vir	physical
FBgn0000662	FBgn0003977	fl(2)d	vir	physical
FBgn0000662	FBgn0003977	fl(2)d	vir	physical
FBgn0014868	FBgn0263598	Ost48	Vha68-2	physical
FBgn0020369	FBgn0038145	Rpt6	Droj2	physical
FBgn0005585	FBgn0020660	Calr	eIF4B	physical
FBgn0028692	FBgn0032884	Rpn2	Pomp	physical
FBgn0000559	FBgn0030362	eEF2	regucalcin	physical
FBgn0027338	FBgn0030086	Kap-alpha3	CCT2	physical
FBgn0014010	FBgn0033205	Rab5	Rdh1	physical
FBgn0003346	FBgn0035879	RanGAP	GAPcenA	physical
FBgn0000083	FBgn0035438	AnxB9	Gtpx	physical
FBgn0003721	FBgn0004687	Tm1	Mlc-c	physical
FBgn0000499	FBgn0013531	dsh	MED20	physical
FBgn0026409	FBgn0260439	Mpcp2	Pp2A-29B	physical
FBgn0033304	FBgn0264691	Cyp6a13	Lst8	physical
FBgn0015245	FBgn0033584	Hsp60A	CG7737	physical
FBgn0028424	FBgn0038326	JhI-26	Hibch	physical
FBgn0000150	FBgn0020238	awd	14-3-3epsilon	physical
FBgn0039924	FBgn0260771	PIP4K	Larp7	physical
FBgn0001258	FBgn0011016	Ldh	SsRbeta	physical
FBgn0029093	FBgn0032393	cathD	Nfs1	physical
FBgn0014868	FBgn0021795	Ost48	Tapdelta	physical
FBgn0052473	FBgn0085234	CG32473	CG34205	physical
FBgn0000064	FBgn0002773	Ald1	Mlc2	physical
FBgn0026252	FBgn0027568	msk	Cand1	physical
FBgn0028687	FBgn0029975	Rpt1	spidey	physical
FBgn0035772	FBgn0040064	Sh3beta	Acaa	physical
FBgn0033518	FBgn0036290	Prx6c	CG10638	physical
FBgn0015282	FBgn0028687	Rpt2	Rpt1	physical
FBgn0000499	FBgn0026873	dsh	MED18	physical
FBgn0035371	FBgn0086355	AhcyL1	Tpi	physical
FBgn0027329	FBgn0032961	CCT6	CG1416	physical
FBgn0037930	FBgn0261458	CG14715	capt	physical
FBgn0035145	FBgn0035872	MED14	Cpsf6	physical
FBgn0086904	FBgn0261458	Nacalpha	capt	physical
FBgn0028688	FBgn0261394	Rpn7	Prosalpha3	physical
FBgn0008635	FBgn0031497	betaCOP	SerRS	physical
FBgn0034091	FBgn0034647	mrj	pirk	physical
FBgn0015622	FBgn0032643	Cnx99A	GCS2beta	physical
FBgn0030501	FBgn0037279	BthD	Gmppb	physical
FBgn0010551	FBgn0015790	Phb2	Rab11	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0034617	FBgn0036640	Panx	nxf2	physical
FBgn0003317	FBgn0032006	sax	Pvr	physical
FBgn0035872	FBgn0263933	Cpsf6	ebi	physical
FBgn0002525	FBgn0037719	Lam	bocks	physical
FBgn0002525	FBgn0037719	Lam	bocks	physical
FBgn0004875	FBgn0013531	enc	MED20	physical
FBgn0002787	FBgn0028685	Rpn8	Rpt4	physical
FBgn0026873	FBgn0035149	MED18	MED30	physical
FBgn0035471	FBgn0035771	Sc2	Sec63	physical
FBgn0004362	FBgn0035438	HmgD	Gtpx	physical
FBgn0002921	FBgn0053303	Atpalpha	CG33303	physical
FBgn0034258	FBgn0040227	eIF3c	eIF3d1	physical
FBgn0033527	FBgn0037377	CG11777	Hpf1	physical
FBgn0033740	FBgn0035210	dgt5	msd5	physical
FBgn0002719	FBgn0261458	Men	capt	physical
FBgn0004362	FBgn0086904	HmgD	Nacalpha	physical
FBgn0001961	FBgn0030699	Arpc1	CG8578	physical
FBgn0000308	FBgn0040064	chic	Acaa	physical
FBgn0000042	FBgn0025373	Act5C	Fpps	physical
FBgn0024248	FBgn0036929	chico	CG7668	physical
FBgn0000116	FBgn0002565	Argk1	Lsp2	physical
FBgn0033740	FBgn0034569	dgt5	dgt3	physical
FBgn0033740	FBgn0034569	dgt5	dgt3	physical
FBgn0033740	FBgn0034569	dgt5	dgt3	physical
FBgn0033740	FBgn0034569	dgt5	dgt3	physical
FBgn0033740	FBgn0034569	dgt5	dgt3	physical
FBgn0025185	FBgn0033185	az2	cliff	physical
FBgn0015282	FBgn0033205	Rpt2	Rdh1	physical
FBgn0032160	FBgn0035499	CG4598	Chd64	physical
FBgn0002031	FBgn0014868	Phb1	Ost48	physical
FBgn0031549	FBgn0033879	Spindly	Echs1	physical
FBgn0004106	FBgn0037236	Cdk1	Skp2	physical
FBgn0026737	FBgn0042127	CG6171	CG18789	physical
FBgn0011708	FBgn0260862	Syx5	Vti1a	physical
FBgn0002565	FBgn0022355	Lsp2	Tsf1	physical
FBgn0000084	FBgn0023175	AnxB10	Prosalpha7	physical
FBgn0010590	FBgn0033781	Prosbeta1	CG13319	physical
FBgn0027291	FBgn0032456	Idh3a	MRP	physical
FBgn0015521	FBgn0030501	RpS21	BthD	physical
FBgn0025185	FBgn0052484	az2	Sk2	physical
FBgn0035145	FBgn0051390	MED14	MED7	physical
FBgn0036929	FBgn0040777	CG7668	CG14767	physical
FBgn0000579	FBgn0002772	Eno	Mlc1	physical
FBgn0035772	FBgn0036661	Sh3beta	CG9705	physical
FBgn0028688	FBgn0033886	Rpn7	Rpn13	physical
FBgn0014006	FBgn0022029	Ask1	l(2)k01209	physical
FBgn0030993	FBgn0039580	Mec2	Gfat2	physical
FBgn0037391	FBgn0263933	Gtpbp2	ebi	physical
FBgn0025682	FBgn0086254	scf	Akr1B	physical
FBgn0035811	FBgn0039562	Mcad	Gp93	physical
FBgn0016119	FBgn0016120	ATPsynCF6	ATPsynD	physical
FBgn0016119	FBgn0016120	ATPsynCF6	ATPsynD	physical
FBgn0029134	FBgn0262559	Prosbeta5	Mdh2	physical
FBgn0028474	FBgn0032388	CG4119	CG6686	physical
FBgn0015379	FBgn0035499	dod	Chd64	physical
FBgn0021795	FBgn0032961	Tapdelta	CG1416	physical
FBgn0001222	FBgn0042125	Hsf	CG18787	physical
FBgn0032154	FBgn0032986	mtDNA-helicase	Nubpl	physical
FBgn0029718	FBgn0030552	mRpL30	mRpL38	physical
FBgn0004432	FBgn0030362	Cyp1	regucalcin	physical
FBgn0016685	FBgn0033663	Nlp	ERp60	physical
FBgn0005655	FBgn0011661	PCNA	Moe	physical
FBgn0034245	FBgn0250814	UQCR-6.4	UQCR-C2	physical
FBgn0028692	FBgn0086134	Rpn2	Prosalpha2	physical
FBgn0035499	FBgn0040070	Chd64	Trx2	physical
FBgn0032456	FBgn0087013	MRP	Karybeta3	physical
FBgn0030720	FBgn0038535	CG8939	alt	physical
FBgn0015222	FBgn0263456	Fer1HCH	nwk	physical
FBgn0004169	FBgn0264695	up	Mhc	physical
FBgn0033584	FBgn0041630	CG7737	Hexo1	physical
FBgn0000308	FBgn0036290	chic	CG10638	physical
FBgn0003462	FBgn0023540	Sod1	CG3630	physical
FBgn0027093	FBgn0036515	ArgRS	AIMP2	physical
FBgn0011740	FBgn0259985	alpha-Man-IIa	Mppe	physical
FBgn0036929	FBgn0039427	CG7668	CG5447	physical
FBgn0034707	FBgn0038578	MED16	MED17	physical
FBgn0032456	FBgn0033608	MRP	CG13220	physical
FBgn0011570	FBgn0030699	cpb	CG8578	physical
FBgn0027569	FBgn0035181	cert	CG9205	physical
FBgn0000259	FBgn0039924	CkIIbeta	PIP4K	physical
FBgn0003189	FBgn0053303	r	CG33303	physical
FBgn0020388	FBgn0034726	Gcn5	PolE4	physical
FBgn0005674	FBgn0036623	GluProRS	Agpat3	physical
FBgn0023529	FBgn0036891	Grp170	CG9372	physical
FBgn0031529	FBgn0037894	CG9662	Ipo9	physical
FBgn0001128	FBgn0015222	Gpdh1	Fer1HCH	physical
FBgn0002783	FBgn0025716	mor	Bap55	physical
FBgn0031643	FBgn0036811	CG3008	MED11	physical
FBgn0037913	FBgn0261458	fabp	capt	physical
FBgn0028687	FBgn0035811	Rpt1	Mcad	physical
FBgn0021765	FBgn0034753	scu	CG2852	physical
FBgn0001276	FBgn0025463	ix	Bap60	physical
FBgn0000064	FBgn0010470	Ald1	Fkbp14	physical
FBgn0033000	FBgn0086908	CG14464	egg	physical
FBgn0020238	FBgn0035499	14-3-3epsilon	Chd64	physical
FBgn0038578	FBgn0262125	MED17	Sec23	physical
FBgn0014868	FBgn0035473	Ost48	mge	physical
FBgn0015521	FBgn0032030	RpS21	Wdr82	physical
FBgn0037930	FBgn0250906	CG14715	Pgk	physical
FBgn0037894	FBgn0263006	Ipo9	SERCA	physical
FBgn0004913	FBgn0010173	Gnf1	RPA1	physical
FBgn0005655	FBgn0032160	PCNA	CG4598	physical
FBgn0037602	FBgn0045862	SLIRP2	btz	physical
FBgn0031799	FBgn0086355	Pez	Tpi	physical
FBgn0035811	FBgn0037632	Mcad	CCT7	physical
FBgn0035145	FBgn0085188	MED14	CG34159	physical
FBgn0033460	FBgn0038578	Sec24AB	MED17	physical
FBgn0000084	FBgn0036921	AnxB10	RhoGDI	physical
FBgn0000064	FBgn0037930	Ald1	CG14715	physical
FBgn0000579	FBgn0004117	Eno	Tm2	physical
FBgn0029174	FBgn0250837	Fkbp59	dUTPase	physical
FBgn0029975	FBgn0030992	spidey	CG33253	physical
FBgn0030362	FBgn0263121	regucalcin	Prosalpha1	physical
FBgn0051390	FBgn0263933	MED7	ebi	physical
FBgn0000499	FBgn0051390	dsh	MED7	physical
FBgn0036581	FBgn0263933	MED10	ebi	physical
FBgn0021814	FBgn0036448	Vps28	mop	physical
FBgn0000308	FBgn0031459	chic	HINT1	physical
FBgn0039730	FBgn0041188	CG7903	Atx2	physical
FBgn0024238	FBgn0037607	Fim	CG8036	physical
FBgn0011016	FBgn0039303	SsRbeta	Rer1	physical
FBgn0015245	FBgn0030431	Hsp60A	Flad1	physical
FBgn0032456	FBgn0035811	MRP	Mcad	physical
FBgn0033185	FBgn0052484	cliff	Sk2	physical
FBgn0033482	FBgn0039580	CG1371	Gfat2	physical
FBgn0029093	FBgn0050489	cathD	Cyp12d1-p	physical
FBgn0020235	FBgn0037643	ATPsyngamma	ScsbetaA	physical
FBgn0010038	FBgn0010041	GstD2	GstD5	physical
FBgn0033081	FBgn0040011	geminin	Slmap	physical
FBgn0011661	FBgn0261458	Moe	capt	physical
FBgn0028342	FBgn0031529	ATPsyndelta	CG9662	physical
FBgn0002783	FBgn0037359	mor	MED27	physical
FBgn0001491	FBgn0038927	l(1)10Bb	CG6015	physical
FBgn0016685	FBgn0022893	Nlp	Df31	physical
FBgn0011661	FBgn0036290	Moe	CG10638	physical
FBgn0024330	FBgn0038578	MED6	MED17	physical
FBgn0010288	FBgn0031459	Uch	HINT1	physical
FBgn0015019	FBgn0024556	CCT3	mEFTu1	physical
FBgn0000064	FBgn0003149	Ald1	Prm	physical
FBgn0015790	FBgn0021765	Rab11	scu	physical
FBgn0004117	FBgn0022160	Tm2	Gpo1	physical
FBgn0033990	FBgn0037913	CG10265	fabp	physical
FBgn0031643	FBgn0263933	CG3008	ebi	physical
FBgn0033518	FBgn0261955	Prx6c	Cs1	physical
FBgn0010590	FBgn0028691	Prosbeta1	Rpn9	physical
FBgn0010288	FBgn0037930	Uch	CG14715	physical
FBgn0004868	FBgn0036290	Gdi	CG10638	physical
FBgn0031298	FBgn0034479	Atg4a	CG8654	physical
FBgn0000047	FBgn0261955	Act88F	Cs1	physical
FBgn0000055	FBgn0250906	Adh	Pgk	physical
FBgn0031549	FBgn0032456	Spindly	MRP	physical
FBgn0002921	FBgn0263006	Atpalpha	SERCA	physical
FBgn0002773	FBgn0010226	Mlc2	GstS1	physical
FBgn0032456	FBgn0036929	MRP	CG7668	physical
FBgn0013954	FBgn0031453	Fkbp12	Bacc	physical
FBgn0027592	FBgn0035754	MED15	MED4	physical
FBgn0033902	FBgn0034237	eIF3m	eIF3b	physical
FBgn0031549	FBgn0037728	Spindly	cPges	physical
FBgn0027338	FBgn0050489	Kap-alpha3	Cyp12d1-p	physical
FBgn0002773	FBgn0004363	Mlc2	porin	physical
FBgn0000084	FBgn0031459	AnxB10	HINT1	physical
FBgn0000150	FBgn0040064	awd	Acaa	physical
FBgn0020765	FBgn0036597	Acp65Aa	CG4962	physical
FBgn0035213	FBgn0038805	indra	TFAM	physical
FBgn0015797	FBgn0263006	Rab6	SERCA	physical
FBgn0004868	FBgn0011661	Gdi	Moe	physical
FBgn0037391	FBgn0085188	Gtpbp2	CG34159	physical
FBgn0014010	FBgn0015795	Rab5	Rab7	physical
FBgn0010100	FBgn0020908	mAcon1	Scp1	physical
FBgn0029975	FBgn0032643	spidey	GCS2beta	physical
FBgn0010516	FBgn0014009	wal	Rab2	physical
FBgn0039102	FBgn0039296	SPE	Sil1	physical
FBgn0035145	FBgn0037391	MED14	Gtpbp2	physical
FBgn0000579	FBgn0016119	Eno	ATPsynCF6	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0033998	FBgn0039019	row	HP1c	physical
FBgn0002565	FBgn0087002	Lsp2	apolpp	physical
FBgn0028474	FBgn0086444	CG4119	l(2)37Cb	physical
FBgn0015222	FBgn0035512	Fer1HCH	Cpr64Ac	physical
FBgn0000299	FBgn0036147	Col4a1	Plod	physical
FBgn0035771	FBgn0050489	Sec63	Cyp12d1-p	physical
FBgn0010348	FBgn0024556	Arf1	mEFTu1	physical
FBgn0034646	FBgn0047114	Rae1	CG31142	physical
FBgn0037050	FBgn0082582	ICA69	tmod	physical
FBgn0015379	FBgn0027932	dod	Akap200	physical
FBgn0000150	FBgn0035904	awd	GstO3	physical
FBgn0022069	FBgn0028744	Nnp-1	CG5033	physical
FBgn0037930	FBgn0051363	CG14715	Jupiter	physical
FBgn0028687	FBgn0032393	Rpt1	Nfs1	physical
FBgn0001114	FBgn0015622	Glt	Cnx99A	physical
FBgn0000426	FBgn0261789	SmF	SmD2	physical
FBgn0000426	FBgn0261789	SmF	SmD2	physical
FBgn0016119	FBgn0035165	ATPsynCF6	CG13887	physical
FBgn0032242	FBgn0033518	CG5355	Prx6c	physical
FBgn0033859	FBgn0037550	fand	CG9667	physical
FBgn0033859	FBgn0037550	fand	CG9667	physical
FBgn0033859	FBgn0037550	fand	CG9667	physical
FBgn0035334	FBgn0035904	CG8993	GstO3	physical
FBgn0038294	FBgn0262559	Mf	Mdh2	physical
FBgn0023529	FBgn0263260	Grp170	sel	physical
FBgn0031713	FBgn0034943	Coq6	Fmo-1	physical
FBgn0003889	FBgn0015791	betaTub85D	Rab14	physical
FBgn0027066	FBgn0036334	Eb1	CG11267	physical
FBgn0026196	FBgn0030720	nop5	CG8939	physical
FBgn0016685	FBgn0037874	Nlp	Tctp	physical
FBgn0001258	FBgn0028687	Ldh	Rpt1	physical
FBgn0004363	FBgn0014009	porin	Rab2	physical
FBgn0000084	FBgn0031453	AnxB10	Bacc	physical
FBgn0010328	FBgn0040232	woc	cmet	physical
FBgn0034345	FBgn0036290	CG5174	CG10638	physical
FBgn0038269	FBgn0039183	Rrp6	Dis3	physical
FBgn0038269	FBgn0039183	Rrp6	Dis3	physical
FBgn0038269	FBgn0039183	Rrp6	Dis3	physical
FBgn0029882	FBgn0037913	CG3226	fabp	physical
FBgn0003218	FBgn0031392	rdgB	AIF	physical
FBgn0026873	FBgn0035754	MED18	MED4	physical
FBgn0010611	FBgn0039102	Hmgs	SPE	physical
FBgn0029113	FBgn0038610	Uba2	CG7675	physical
FBgn0037671	FBgn0260467	ATP6AP2	CG7071	physical
FBgn0036290	FBgn0063494	CG10638	GstE6	physical
FBgn0035147	FBgn0250814	Gale	UQCR-C2	physical
FBgn0029134	FBgn0033781	Prosbeta5	CG13319	physical
FBgn0260386	FBgn0261609	mtg	eIF2alpha	physical
FBgn0002772	FBgn0003149	Mlc1	Prm	physical
FBgn0000640	FBgn0033555	Fbp2	RpS15Ab	physical
FBgn0000042	FBgn0035425	Act5C	CG17746	physical
FBgn0022349	FBgn0032020	CG1910	strat	physical
FBgn0008635	FBgn0028695	betaCOP	Rpn1	physical
FBgn0025463	FBgn0263933	Bap60	ebi	physical
FBgn0031643	FBgn0035145	CG3008	MED14	physical
FBgn0011211	FBgn0021795	blw	Tapdelta	physical
FBgn0034707	FBgn0052479	MED16	Usp10	physical
FBgn0014869	FBgn0030538	Pglym78	betaNACtes1	physical
FBgn0036290	FBgn0263121	CG10638	Prosalpha1	physical
FBgn0004045	FBgn0015372	Yp1	RabX1	physical
FBgn0034795	FBgn0035872	MED23	Cpsf6	physical
FBgn0032015	FBgn0033205	Ostgamma	Rdh1	physical
FBgn0032456	FBgn0033205	MRP	Rdh1	physical
FBgn0019925	FBgn0032015	Surf4	Ostgamma	physical
FBgn0010531	FBgn0035593	Ccs	Yod1	physical
FBgn0000319	FBgn0024556	Chc	mEFTu1	physical
FBgn0013675	FBgn0032833	mt:CoII	COX4	physical
FBgn0013675	FBgn0032833	mt:CoII	COX4	physical
FBgn0013675	FBgn0032833	mt:CoII	COX4	physical
FBgn0026409	FBgn0032154	Mpcp2	mtDNA-helicase	physical
FBgn0024985	FBgn0031995	Rilpl	CG8475	physical
FBgn0029093	FBgn0039562	cathD	Gp93	physical
FBgn0010288	FBgn0021765	Uch	scu	physical
FBgn0016119	FBgn0037374	ATPsynCF6	jagn	physical
FBgn0015019	FBgn0020235	CCT3	ATPsyngamma	physical
FBgn0032538	FBgn0087002	Vajk2	apolpp	physical
FBgn0032242	FBgn0037537	CG5355	CG2767	physical
FBgn0003371	FBgn0026878	sgg	CG4325	physical
FBgn0000499	FBgn0263933	dsh	ebi	physical
FBgn0026418	FBgn0261955	Hsp110	Cs1	physical
FBgn0000042	FBgn0035090	Act5C	CG2736	physical
FBgn0000116	FBgn0003149	Argk1	Prm	physical
FBgn0035872	FBgn0036811	Cpsf6	MED11	physical
FBgn0000319	FBgn0028684	Chc	Rpt5	physical
FBgn0025463	FBgn0026873	Bap60	MED18	physical
FBgn0036334	FBgn0037728	CG11267	cPges	physical
FBgn0031643	FBgn0250814	CG3008	UQCR-C2	physical
FBgn0023477	FBgn0035772	Taldo	Sh3beta	physical
FBgn0000319	FBgn0050489	Chc	Cyp12d1-p	physical
FBgn0005674	FBgn0035771	GluProRS	Sec63	physical
FBgn0033206	FBgn0086446	DCTN4-p62	DCTN6-p27	physical
FBgn0029854	FBgn0035165	CG3566	CG13887	physical
FBgn0026380	FBgn0030451	Prosbeta3	CG15717	physical
FBgn0002031	FBgn0025700	Phb1	CG5885	physical
FBgn0027568	FBgn0031529	Cand1	CG9662	physical
FBgn0014869	FBgn0037913	Pglym78	fabp	physical
FBgn0000044	FBgn0038369	Act57B	Arpc3A	physical
FBgn0022355	FBgn0087002	Tsf1	apolpp	physical
FBgn0030993	FBgn0039304	Mec2	Kdsr	physical
FBgn0021765	FBgn0036290	scu	CG10638	physical
FBgn0022893	FBgn0033663	Df31	ERp60	physical
FBgn0032160	FBgn0034753	CG4598	CG2852	physical
FBgn0028473	FBgn0051694	Non1	Ifrd1	physical
FBgn0035872	FBgn0052133	Cpsf6	Ptip	physical
FBgn0001222	FBgn0034646	Hsf	Rae1	physical
FBgn0014189	FBgn0024556	Hel25E	mEFTu1	physical
FBgn0027583	FBgn0035390	CG7601	scramb2	physical
FBgn0001090	FBgn0033555	bnb	RpS15Ab	physical
FBgn0001276	FBgn0034795	ix	MED23	physical
FBgn0001114	FBgn0011828	Glt	Pxn	physical
FBgn0015034	FBgn0030431	Cyp4e1	Flad1	physical
FBgn0004875	FBgn0052479	enc	Usp10	physical
FBgn0010217	FBgn0033205	ATPsynbeta	Rdh1	physical
FBgn0034795	FBgn0035424	MED23	Larp4B	physical
FBgn0031459	FBgn0037913	HINT1	fabp	physical
FBgn0024352	FBgn0026084	Stip1	cib	physical
FBgn0000084	FBgn0002031	AnxB10	Phb1	physical
FBgn0050000	FBgn0063494	GstT1	GstE6	physical
FBgn0035499	FBgn0036921	Chd64	RhoGDI	physical
FBgn0030993	FBgn0034277	Mec2	OstDelta	physical
FBgn0000579	FBgn0010100	Eno	mAcon1	physical
FBgn0025463	FBgn0038578	Bap60	MED17	physical
FBgn0000116	FBgn0000667	Argk1	Actn	physical
FBgn0001114	FBgn0002780	Glt	mod	physical
FBgn0014454	FBgn0031942	Acp1	CG7203	physical
FBgn0001128	FBgn0002773	Gpdh1	Mlc2	physical
FBgn0019925	FBgn0032456	Surf4	MRP	physical
FBgn0000405	FBgn0037613	CycB	Cks85A	physical
FBgn0000405	FBgn0037613	CycB	Cks85A	physical
FBgn0026084	FBgn0035772	cib	Sh3beta	physical
FBgn0036740	FBgn0036929	Vps60	CG7668	physical
FBgn0021995	FBgn0052344	Rs1	CG32344	physical
FBgn0001108	FBgn0021825	DCTN1-p150	DCTN2-p50	physical
FBgn0001108	FBgn0021825	DCTN1-p150	DCTN2-p50	physical
FBgn0001108	FBgn0021825	DCTN1-p150	DCTN2-p50	physical
FBgn0001223	FBgn0001224	Hsp22	Hsp23	physical
FBgn0031021	FBgn0085201	ND-18	COX7AL2	physical
FBgn0010531	FBgn0036537	Ccs	CG18081	physical
FBgn0033304	FBgn0039296	Cyp6a13	Sil1	physical
FBgn0011280	FBgn0026268	Obp19d	Antdh	physical
FBgn0022987	FBgn0035016	qkr54B	CG4612	physical
FBgn0000055	FBgn0035600	Adh	Cyt-c1	physical
FBgn0010470	FBgn0050000	Fkbp14	GstT1	physical
FBgn0022160	FBgn0085201	Gpo1	COX7AL2	physical
FBgn0003462	FBgn0003748	Sod1	Treh	physical
